,Manufacturer,Model,Trans,Eng Size,Cyl,MPG Comb,MPG City,MPG Hwy,Annual Fuel Cost,GHG Rating,Notes,Year
451,ROLLS-ROYCE,Wraith,A-S8,6.6L,12cyl,14,12,18,"$4,350",1,"['P', 'T', 'Tax']",2021
452,ROLLS-ROYCE,Wraith Black Badge,A-S8,6.6L,12cyl,14,12,18,"$4,350",1,"['P', 'T', 'Tax']",2021
453,SUBARU,Impreza 4-Door,AV-S7,2.0L,4cyl,32,28,36,"$1,500",7,[],2021
454,SUBARU,Impreza 4-Door,M-5,2.0L,4cyl,26,23,31,"$1,850",5,[],2021
455,SUBARU,Impreza Sport 4-Door,AV-S7,2.0L,4cyl,30,27,36,"$1,600",6,[],2021
456,TOYOTA,Avalon,A-S8,3.5L,6cyl,25,22,31,"$1,900",5,[],2021
457,TOYOTA,Avalon AWD,A-S8,2.5L,4cyl,28,25,34,"$1,700",6,[],2021
458,TOYOTA,Avalon Hybrid,AV-S6,2.5L,4cyl,43,43,43,"$1,100",9,"['HEV', 'SS']",2021
459,TOYOTA,Avalon Hybrid XLE,AV-S6,2.5L,4cyl,44,43,44,"$1,100",9,"['HEV', 'SS']",2021
460,TOYOTA,Avalon TRD,A-S8,3.5L,6cyl,25,21,30,"$1,900",5,[],2021
461,TOYOTA,Avalon XLE,A-S8,3.5L,6cyl,26,22,32,"$1,850",5,[],2021
462,TOYOTA,Camry,A-S8,3.5L,6cyl,26,22,33,"$1,850",5,[],2021
463,TOYOTA,Camry AWD LE/SE,A-S8,2.5L,4cyl,29,25,34,"$1,650",6,[],2021
464,TOYOTA,Camry AWD XLE/XSE,A-S8,2.5L,4cyl,28,25,34,"$1,700",6,[],2021
465,TOYOTA,Camry Hybrid LE,AV-S6,2.5L,4cyl,52,51,53,$900,9,"['HEV', 'SS']",2021
466,TOYOTA,Camry Hybrid SE/XLE/XSE,AV-S6,2.5L,4cyl,46,44,47,"$1,050",9,"['HEV', 'SS']",2021
467,TOYOTA,Camry LE/SE,A-S8,2.5L,4cyl,32,28,39,"$1,500",7,[],2021
468,TOYOTA,Camry TRD,A-S8,3.5L,6cyl,25,22,31,"$1,900",5,[],2021
469,TOYOTA,Camry XLE/XSE,A-S8,2.5L,4cyl,31,27,38,"$1,550",7,[],2021
470,TOYOTA,Camry XSE,A-S8,3.5L,6cyl,26,22,32,"$1,850",5,[],2021
471,TOYOTA,Prius,AV,1.8L,4cyl,52,54,50,$900,9,"['HEV', 'SS']",2021
472,TOYOTA,Prius AWD,AV,1.8L,4cyl,49,51,47,$950,9,"['PT4', 'HEV', 'SS']",2021
473,TOYOTA,Prius Eco,AV,1.8L,4cyl,56,58,53,$850,10,"['HEV', 'SS']",2021
474,VOLKSWAGEN,Passat,A-S6,2.0L,4cyl,28,24,36,"$1,700",6,"['T', 'SS']",2021
475,VOLVO,S90 AWD,A-S8,2.0L,4cyl,25,21,32,"$2,450",5,"['PR', 'T', 'S', 'SS']",2021
476,AUDI,A8 L,A-S8,3.0L,6cyl,21,17,26,"$2,900",4,"['P', 'T', 'MHEV', 'SS']",2021
477,AUDI,A8 L,A-S8,4.0L,8cyl,18,15,23,"$3,400",3,"['P', 'T', 'C.', 'D.', 'MHEV', 'SS']",2021
478,S8,P T Tax C. D. MHEV,A-S8,4.0L,8cyl,16,13,22,"$3,800",2,['SS'],2021
479,BMW,740i,A-S8,3.0L,6cyl,25,22,29,"$2,450",5,"['P', 'T', 'SS']",2021
480,BMW,740i xDrive,A-S8,3.0L,6cyl,23,20,27,"$2,650",5,"['P', 'T', 'SS']",2021
481,BMW,750i xDrive,A-S8,4.4L,8cyl,19,17,24,"$3,200",3,"['P', 'T', 'SS']",2021
482,BMW,Alpina B7,A-S8,4.4L,8cyl,19,17,24,"$3,200",3,"['P', 'T', 'SS']",2021
483,BMW,M760i xDrive,A-S8,6.6L,12cyl,16,13,20,"$3,800",2,"['P', 'T', 'Tax', 'SS']",2021
484,BMW,X1 sDrive28i,A-S8,2.0L,4cyl,27,24,33,"$2,250",6,"['P', 'T', 'SS']",2021
485,BMW,X1 xDrive28i,A-S8,2.0L,4cyl,26,23,31,"$2,350",5,"['P', 'T', 'SS']",2021
486,CHRYSLER,300,A-8,3.6L,6cyl,23,19,30,"$2,050",5,[],2021
487,CHRYSLER,300,A-8,5.7L,8cyl,19,16,25,"$2,950",3,"['Mid', 'C.', 'D.']",2021
488,CHRYSLER,300 AWD,A-8,3.6L,6cyl,21,18,27,"$2,250",4,[],2021
489,DODGE,Charger,A-8,3.6L,6cyl,23,19,30,"$2,050",5,[],2021
490,DODGE,Charger,A-8,5.7L,8cyl,19,16,25,"$2,950",3,"['Mid', 'C.', 'D.']",2021
491,DODGE,Charger,A-8,6.4L,8cyl,18,15,24,"$3,400",3,"['P', 'C.', 'D.']",2021
492,DODGE,Charger AWD,A-8,3.6L,6cyl,21,18,27,"$2,250",4,[],2021
493,DODGE,Charger SRT Widebody,A-8,6.2L,8cyl,15,12,21,"$4,100",2,"['P', 'S', 'Tax']",2021
494,DODGE,Charger Widebody,A-8,6.4L,8cyl,18,15,24,"$3,400",3,"['P', 'C.', 'D.']",2021
495,GENESIS,G80 AWD,A-S8,2.5L,4cyl,25,22,30,"$2,450",5,"['P', 'T', 'SS']",2021
496,GENESIS,G80 AWD,A-S8,3.5L,6cyl,21,18,26,"$2,900",4,"['P', 'T', 'SS']",2021
497,GENESIS,G80 RWD,A-S8,2.5L,4cyl,26,23,32,"$2,350",5,"['P', 'T', 'SS']",2021
498,GENESIS,G80 RWD,A-S8,3.5L,6cyl,22,19,27,"$2,800",4,"['P', 'T', 'SS']",2021
499,GENESIS,G90 AWD,A-S8,3.3L,6cyl,20,17,24,"$3,050",4,"['P', 'T']",2021
500,GENESIS,G90 AWD,A-S8,5.0L,8cyl,18,16,23,"$3,400",3,['P'],2021
501,GENESIS,G90 RWD,A-S8,3.3L,6cyl,19,17,24,"$3,200",3,"['P', 'T']",2021
502,GENESIS,G90 RWD,A-S8,5.0L,8cyl,19,16,24,"$3,200",3,['P'],2021
503,HONDA,Accord,AV,1.5L,4cyl,33,30,38,"$1,450",7,"['T', 'SS']",2021
504,HONDA,Accord Hybrid,AV,2.0L,4cyl,48,48,48,"$1,000",9,"['HEV', 'SS']",2021
505,HONDA,Accord Hybrid Sport/Touring,AV,2.0L,4cyl,43,44,41,"$1,100",9,"['HEV', 'SS']",2021
506,HONDA,Accord Sport/Touring,AV-S7,1.5L,4cyl,32,29,35,"$1,500",7,"['T', 'SS']",2021
507,HONDA,Accord Sport/Touring,A-S10,2.0L,4cyl,26,22,32,"$1,850",5,['T'],2021
508,HONDA,Civic 5Dr,AV,1.5L,4cyl,34,31,40,"$1,400",7,['T'],2021
509,HONDA,Civic 5Dr,AV-S7,1.5L,4cyl,32,29,35,"$1,900",7,"['P', 'T']",2021
510,HONDA,Civic 5Dr,M-6,1.5L,4cyl,32,29,37,"$1,900",7,"['P', 'T']",2021
511,HONDA,Civic 5Dr,M-6,2.0L,4cyl,25,22,28,"$2,450",5,"['P', 'T']",2021
512,HYUNDAI,Ioniq,AM-S6,1.6L,4cyl,55,54,56,$850,10,"['HEV', 'SS']",2021
513,HYUNDAI,Ioniq Blue,AM-S6,1.6L,4cyl,59,58,60,$800,10,"['HEV', 'SS']",2021
514,HYUNDAI,Sonata,A-S8,1.6L,4cyl,30,27,37,"$1,600",6,['T'],2021
515,HYUNDAI,Sonata,A-S8,2.5L,4cyl,32,28,38,"$1,500",7,['SS'],2021
516,HYUNDAI,Sonata,A-S8,2.5L,4cyl,31,27,37,"$1,550",7,[],2021
517,HYUNDAI,Sonata,AM-S8,2.5L,4cyl,27,23,33,"$1,750",6,['T'],2021
518,HYUNDAI,Sonata Hybrid,AM-S6,2.0L,4cyl,47,45,51,"$1,000",9,"['HEV', 'SS']",2021
519,HYUNDAI,Sonata Hybrid Blue,AM-S6,2.0L,4cyl,52,50,54,$900,9,"['HEV', 'SS']",2021
520,KIA,K5,A-S8,1.6L,4cyl,32,29,38,"$1,500",7,"['T', 'SS']",2021
521,KIA,K5,A-S8,1.6L,4cyl,31,27,37,"$1,550",7,['T'],2021
522,KIA,K5,AM-S8,2.5L,4cyl,27,24,32,"$1,750",6,['T'],2021
523,KIA,K5 AWD,A-S8,1.6L,4cyl,29,26,34,"$1,650",6,['T'],2021
524,MASERATI,Quattroporte S,A-8,3.0L,6cyl,19,16,24,"$3,200",3,"['PR', 'T', 'SS']",2021
525,MASERATI,Quattroporte SQ4,A-8,3.0L,6cyl,19,16,24,"$3,200",3,"['PR', 'T', 'SS']",2021
526,MASERATI,Quattroporte Trofeo,A-8,3.8L,8cyl,16,13,20,"$3,800",2,"['PR', 'T', 'Tax', 'SS']",2021
527,MERCEDES-BENZ,S500 4matic,A-9,3.0L,6cyl,24,20,29,"$2,550",5,"['PR', 'MHEV', 'SS']",2021
528,MERCEDES-BENZ,S580 4matic,A-9,4.0L,8cyl,20,17,25,"$3,050",4,"['PR', 'T', 'MHEV', 'SS']",2021
529,MERCEDES-BENZ,S580 4matic Maybach,A-9,4.0L,8cyl,19,16,24,"$3,200",3,"['PR', 'T', 'MHEV', 'SS']",2021
530,PORSCHE,Panamera,AM-S8,2.9L,6cyl,20,18,24,"$3,050",4,"['PR', 'T', 'SS']",2021
531,PORSCHE,Panamera 4,AM-S8,2.9L,6cyl,20,18,24,"$3,050",4,"['PR', 'T', 'SS']",2021
532,PORSCHE,Panamera 4 Executive,AM-S8,2.9L,6cyl,19,17,23,"$3,200",3,"['PR', 'T', 'SS']",2021
533,PORSCHE,Panamera 4 ST,AM-S8,2.9L,6cyl,20,18,23,"$3,050",4,"['PR', 'T', 'SS']",2021
534,PORSCHE,Panamera 4S,AM-S8,2.9L,6cyl,20,18,24,"$3,050",4,"['PR', 'T', 'SS']",2021
535,PORSCHE,Panamera 4S Executive,AM-S8,2.9L,6cyl,19,17,23,"$3,200",3,"['PR', 'T', 'SS']",2021
536,PORSCHE,Panamera 4S ST,AM-S8,2.9L,6cyl,19,17,23,"$3,200",3,"['PR', 'T', 'SS']",2021
537,PORSCHE,Panamera GTS,AM-S8,4.0L,8cyl,17,15,21,"$3,600",3,"['PR', 'T', 'SS']",2021
538,PORSCHE,Panamera GTS ST,AM-S8,4.0L,8cyl,17,15,20,"$3,600",3,"['PR', 'T', 'SS']",2021
539,PORSCHE,Panamera Turbo S,AM-S8,4.0L,8cyl,17,15,21,"$3,600",3,"['PR', 'T', 'SS']",2021
540,PORSCHE,Panamera Turbo S Executive,AM-S8,4.0L,8cyl,17,15,21,"$3,600",3,"['PR', 'T', 'SS']",2021
541,PORSCHE,Panamera Turbo S ST,AM-S8,4.0L,8cyl,17,15,21,"$3,600",3,"['PR', 'T', 'SS']",2021
542,ROLLS-ROYCE,Ghost,A-S8,6.7L,12cyl,14,12,19,"$4,350",1,"['P', 'T', 'Tax']",2021
543,ROLLS-ROYCE,Ghost EWB,A-S8,6.7L,12cyl,14,12,19,"$4,350",1,"['P', 'T', 'Tax']",2021
544,ROLLS-ROYCE,Phantom,A-S8,6.7L,12cyl,14,12,20,"$4,350",1,"['P', 'T', 'Tax']",2021
545,ROLLS-ROYCE,Phantom EWB,A-S8,6.7L,12cyl,14,12,20,"$4,350",1,"['P', 'T', 'Tax']",2021
546,SUBARU,Legacy AWD,AV-S8,2.4L,4cyl,27,24,32,"$1,750",6,"['T', 'SS']",2021
547,SUBARU,Legacy AWD,AV-S8,2.5L,4cyl,30,27,35,"$1,600",6,['SS'],2021
548,VOLKSWAGEN,Arteon,A-S8,2.0L,4cyl,25,22,32,"$2,450",5,"['P', 'T', 'SS']",2021
549,VOLKSWAGEN,Arteon 4motion,A-S8,2.0L,4cyl,24,20,31,"$2,550",5,"['P', 'T', 'SS']",2021
550,AUDI,A4 allroad quattro,AM-S7,2.0L,4cyl,26,24,30,"$2,350",5,"['P', 'T', 'MHEV', 'SS']",2021
551,HONDA,HR-V AWD,AV,1.8L,4cyl,29,27,31,"$1,650",6,[],2021
552,HONDA,HR-V AWD,AV-S7,1.8L,4cyl,28,26,31,"$1,700",6,[],2021
553,HONDA,HR-V FWD,AV,1.8L,4cyl,30,28,34,"$1,600",6,[],2021
554,HONDA,HR-V FWD,AV-S7,1.8L,4cyl,30,28,34,"$1,600",6,[],2021
555,KIA,Niro,AM-S6,1.6L,4cyl,49,51,46,$950,9,"['HEV', 'SS']",2021
556,KIA,Niro FE,AM-S6,1.6L,4cyl,50,53,48,$950,9,"['HEV', 'SS']",2021
557,KIA,Niro Touring,AM-S6,1.6L,4cyl,43,46,40,"$1,100",9,"['HEV', 'SS']",2021
558,KIA,Soul,AM-S7,1.6L,4cyl,29,27,32,"$1,650",6,"['T', 'SS']",2021
559,KIA,Soul,AV,2.0L,4cyl,30,28,33,"$1,600",6,['SS'],2021
560,KIA,Soul,M-6,2.0L,4cyl,27,25,31,"$1,750",6,[],2021
561,KIA,Soul Eco dynamics,AV,2.0L,4cyl,31,29,35,"$1,550",7,['SS'],2021
562,MERCEDES-BENZ,AMG GLA35 4matic,AM-8,2.0L,4cyl,25,23,29,"$2,450",5,"['PR', 'T', 'SS']",2021
563,MERCEDES-BENZ,AMG GLA45 4matic,AM-8,2.0L,4cyl,23,20,27,"$2,650",5,"['PR', 'T', 'SS']",2021
564,NISSAN,Rogue Sport,AV-S8,2.0L,4cyl,28,25,32,"$1,700",6,[],2021
565,NISSAN,Rogue Sport AWD,AV-S8,2.0L,4cyl,27,24,30,"$1,750",6,[],2021
566,SUBARU,Impreza 5-Door,AV-S7,2.0L,4cyl,31,28,36,"$1,550",7,[],2021
567,SUBARU,Impreza 5-Door,M-5,2.0L,4cyl,26,24,31,"$1,850",5,[],2021
568,SUBARU,Impreza Sport 5-Door,AV-S7,2.0L,4cyl,30,27,35,"$1,600",6,[],2021
569,SUBARU,Impreza Sport 5-Door,M-5,2.0L,4cyl,25,22,30,"$1,900",5,[],2021
570,SUBARU,V60 CC AWD,A-S8,2.0L,4cyl,25,22,31,"$2,450",5,"['PR', 'T', 'SS']",2021
571,SUBARU,V60 FWD,A-S8,2.0L,4cyl,27,23,34,"$2,250",6,"['PR', 'T', 'SS']",2021
572,AUDI,A6 Allroad,AM-S7,3.0L,6cyl,22,20,26,"$2,800",4,"['P', 'T', 'MHEV', 'SS']",2021
573,AUDI,RS 6 Avant,A-S8,4.0L,8cyl,17,15,22,"$3,600",3,"['P', 'T', 'C.', 'D.', 'MHEV', 'SS']",2021
574,MERCEDES-BENZ,AMG E63 S 4matic Plus (SW),A-9,4.0L,8cyl,18,16,23,"$3,400",3,"['PR', 'T', 'SS']",2021
575,MERCEDES-BENZ,AMG GLB35 4matic,AM-8,2.0L,4cyl,23,21,26,"$2,650",5,"['PR', 'T', 'SS']",2021
576,MERCEDES-BENZ,E450 4matic All-Terrain (wagon),A-9,3.0L,6cyl,24,22,28,"$2,550",5,"['PR', 'T', 'MHEV', 'SS']",2021
577,NISSAN,Murano AWD,AV-S7,3.5L,6cyl,23,20,28,"$2,050",5,[],2021
578,NISSAN,Murano FWD,AV-S7,3.5L,6cyl,23,20,28,"$2,050",5,[],2021
579,ROLLS-ROYCE,Cullinan,A-S8,6.7L,12cyl,14,12,20,"$4,350",1,"['P', 'T', 'Tax']",2021
580,ROLLS-ROYCE,Cullinan Black Badge,A-S8,6.7L,12cyl,14,12,20,"$4,350",1,"['P', 'T', 'Tax']",2021
581,VOLVO,V90 AWD,A-S8,2.0L,4cyl,25,21,32,"$2,450",5,"['PR', 'T', 'S', 'SS']",2021
582,VOLVO,V90 CC AWD,A-S8,2.0L,4cyl,24,20,30,"$2,550",5,"['PR', 'T', 'S', 'SS']",2021
583,VOLVO,V90 FWD,A-S8,2.0L,4cyl,26,22,33,"$2,350",5,"['PR', 'T', 'SS']",2021
584,CHEVROLET,Colorado 2WD,A-6,2.5L,4cyl,22,19,25,"$2,150",4,[],2021
585,CHEVROLET,Colorado 2WD,A-6,2.8L,4cyl,23,20,30,"$2,350",4,"['D', 'T']",2021
586,CHEVROLET,Colorado 2WD,A-8,3.6L,6cyl,21,18,25,"$2,250",4,"['C.', 'D.']",2021
587,GMC,Canyon 2WD,A-6,2.5L,4cyl,22,19,25,"$2,150",4,[],2021
588,GMC,Canyon 2WD,A-6,2.8L,4cyl,23,20,30,"$2,350",4,"['D', 'T']",2021
589,GMC,Canyon 2WD,A-8,3.6L,6cyl,21,18,25,"$2,250",4,"['C.', 'D.']",2021
590,TOYOTA,Tacoma 2WD,A-S6,2.7L,4cyl,21,20,23,"$2,250",4,[],2021
591,TOYOTA,Tacoma 2WD,A-S6,3.5L,6cyl,21,19,24,"$2,250",4,[],2021
592,CHEVROLET,Colorado 4WD,A-6,2.5L,4cyl,21,19,24,"$2,250",4,[],2021
593,CHEVROLET,Colorado 4WD,A-6,2.8L,4cyl,22,19,28,"$2,500",4,"['D', 'T']",2021
594,CHEVROLET,Colorado 4WD,A-8,3.6L,6cyl,19,17,24,"$2,500",3,"['C.', 'D.']",2021
595,CHEVROLET,Colorado ZR2 4WD,A-6,2.8L,4cyl,19,18,22,"$2,850",3,"['D', 'T']",2021
596,CHEVROLET,Colorado ZR2 4WD,A-8,3.6L,6cyl,17,16,18,"$2,800",3,"['C.', 'D.']",2021
597,GMC,Canyon 4WD,A-6,2.5L,4cyl,21,19,24,"$2,250",4,[],2021
598,GMC,Canyon 4WD,A-6,2.8L,4cyl,22,19,28,"$2,500",4,"['D', 'T']",2021
599,GMC,Canyon 4WD,A-8,3.6L,6cyl,18,16,22,"$2,650",3,"['C.', 'D.']",2021
600,TOYOTA,Tacoma 4WD,A-S6,2.7L,4cyl,20,19,22,"$2,400",4,['PT4'],2021
601,TOYOTA,Tacoma 4WD,A-S6,3.5L,6cyl,20,18,22,"$2,400",4,['PT4'],2021
602,TOYOTA,Tacoma 4WD,M-6,3.5L,6cyl,18,17,21,"$2,650",3,['PT4'],2021
603,TOYOTA,Tacoma 4WD D-CAB MT TRD-ORP/PRO,M-6,3.5L,6cyl,18,17,20,"$2,650",3,['PT4'],2021
604,CHEVROLET,Silverado 2WD,A-8,2.7L,4cyl,21,20,23,"$2,250",4,"['T', 'C.', 'D.', '3-Mode', 'SS']",2021
605,CHEVROLET,Silverado 2WD,A-8,2.7L,4cyl,21,20,23,"$2,250",4,"['T', 'C.', 'D.', 'SS']",2021
606,CHEVROLET,Silverado 2WD,A-10,3.0L,6cyl,27,23,33,"$2,000",5,"['D', 'T', 'SS']",2021
607,CHEVROLET,Silverado 2WD,A-6,4.3L,6cyl,17,16,21,"$2,800",3,"['C.', 'D.']",2021
608,CHEVROLET,Silverado 2WD,A-6,5.3L,8cyl,17,15,21,"$2,800",3,"['C.', 'D.']",2021
609,CHEVROLET,Silverado 2WD,A-6,5.3L,8cyl,16,14,21,"$2,950",2,[],2021
610,CHEVROLET,Silverado 2WD,A-6,5.3L,8cyl,16,15,19,"$2,950",2,"['Gas', 'C.', 'D.']",2021
611,CHEVROLET,Silverado 2WD,A-8,5.3L,8cyl,19,17,23,"$2,500",3,"['C.', 'D.', 'SS']",2021
612,CHEVROLET,Silverado 2WD,A-8,5.3L,8cyl,17,15,22,"$2,800",3,['SS'],2021
613,FORD,F150 Pickup 2WD,A-S10,2.7L,6cyl,22,20,26,"$2,150",4,"['T', 'SS']",2021
614,FORD,F150 Pickup 2WD,A-S10,3.5L,6cyl,20,18,24,"$2,400",4,"['T', 'SS']",2021
615,FORD,F150 Pickup 2WD,A-S10,3.5L,6cyl,20,17,24,"$2,400",4,['T'],2021
616,FORD,F150 Pickup 2WD FFV,A-S10,3.3L,6cyl,21,20,24,"$2,250",4,"['Gas', 'SS']",2021
617,FORD,F150 Pickup 2WD FFV,A-S10,5.0L,8cyl,20,17,24,"$2,400",4,"['Gas', 'C.', 'D.', 'SS']",2021
618,FORD,F150 Pickup 2WD FFV,A-S10,5.0L,8cyl,19,17,24,"$2,500",3,"['Gas', 'C.', 'D.']",2021
619,FORD,F150 Pickup 2WD HEV,A-S10,3.5L,6cyl,25,25,26,"$1,900",5,"['T', 'HEV', 'SS']",2021
620,FORD,Ranger 2WD,A-S10,2.3L,4cyl,23,21,26,"$2,050",5,"['T', 'SS']",2021
621,GMC,Sierra 2WD,A-8,2.7L,4cyl,21,20,23,"$2,250",4,"['T', 'C.', 'D.', 'SS']",2021
622,GMC,Sierra 2WD,A-8,2.7L,4cyl,21,20,23,"$2,250",4,"['T', 'C.', 'D.', '3-Mode', 'SS']",2021
623,GMC,Sierra 2WD,A-10,3.0L,6cyl,26,23,30,"$2,100",5,"['D', 'T', 'SS']",2021
624,GMC,Sierra 2WD,A-6,4.3L,6cyl,17,16,21,"$2,800",3,"['C.', 'D.']",2021
625,GMC,Sierra 2WD,A-6,5.3L,8cyl,17,15,21,"$2,800",3,"['C.', 'D.']",2021
626,GMC,Sierra 2WD,A-6,5.3L,8cyl,16,14,21,"$2,950",2,[],2021
627,GMC,Sierra 2WD,A-6,5.3L,8cyl,16,15,19,"$2,950",2,"['Gas', 'C.', 'D.']",2021
628,GMC,Sierra 2WD,A-8,5.3L,8cyl,19,17,23,"$2,500",3,"['C.', 'D.', 'SS']",2021
629,GMC,Sierra 2WD,A-8,5.3L,8cyl,17,15,22,"$2,800",3,['SS'],2021
630,NISSAN,Frontier 2WD,A-S9,3.8L,6cyl,20,18,24,"$2,400",4,[],2021
631,NISSAN,Titan 2WD,A-S9,5.6L,8cyl,18,16,21,"$3,400",3,['P'],2021
632,RAM,1500 2WD,A-8,3.0L,6cyl,26,22,32,"$2,100",5,"['D', 'T', 'SS']",2021
633,RAM,1500 2WD,A-8,3.6L,6cyl,22,20,25,"$2,150",4,"['MHEV', 'SS']",2021
634,RAM,1500 2WD,A-8,5.7L,8cyl,19,17,23,"$2,950",3,"['Mid', 'C.', 'D.', 'MHEV', 'SS']",2021
635,RAM,1500 2WD,A-8,5.7L,8cyl,17,15,22,"$3,300",3,"['Mid', 'C.', 'D.']",2021
636,RAM,1500 Classic 2WD,A-8,3.6L,6cyl,20,17,25,"$2,400",4,[],2021
637,RAM,1500 Classic 2WD,A-8,5.7L,8cyl,17,15,22,"$3,300",3,"['Mid', 'C.', 'D.']",2021
638,RAM,1500 HFE 2WD,A-8,3.0L,6cyl,26,23,33,"$2,100",5,"['D', 'T']",2021
639,RAM,1500 HFE 2WD,A-8,3.6L,6cyl,23,20,26,"$2,050",5,"['MHEV', 'SS']",2021
640,TOYOTA,Tundra 2WD,A-S6,5.7L,8cyl,15,13,17,"$3,150",2,[],2021
641,CHEVROLET,Silverado 4WD,A-8,2.7L,4cyl,20,19,22,"$2,400",4,"['T', 'C.', 'D.', 'SS']",2021
642,CHEVROLET,Silverado 4WD,A-8,2.7L,4cyl,20,19,22,"$2,400",4,"['T', 'C.', 'D.', '3-Mode', 'SS']",2021
643,CHEVROLET,Silverado 4WD,A-10,3.0L,6cyl,24,22,26,"$2,250",4,"['D', 'T', 'SS']",2021
644,CHEVROLET,Silverado 4WD,A-6,4.3L,6cyl,17,15,20,"$2,800",3,"['C.', 'D.']",2021
645,CHEVROLET,Silverado 4WD,A-10,5.3L,8cyl,19,16,22,"$2,500",3,"['C.', 'D.', 'SS']",2021
646,CHEVROLET,Silverado 4WD,A-10,5.3L,8cyl,18,15,21,"$2,650",3,"['C.', 'D.']",2021
647,CHEVROLET,Silverado 4WD,A-6,5.3L,8cyl,17,15,20,"$2,800",3,"['C.', 'D.']",2021
648,CHEVROLET,Silverado 4WD,A-6,5.3L,8cyl,16,14,20,"$2,950",2,[],2021
649,CHEVROLET,Silverado 4WD,A-6,5.3L,8cyl,16,14,18,"$2,950",2,"['Gas', 'C.', 'D.']",2021
650,CHEVROLET,Silverado 4WD,A-8,5.3L,8cyl,18,16,22,"$2,650",3,"['C.', 'D.', 'SS']",2021
651,CHEVROLET,Silverado 4WD,A-8,5.3L,8cyl,16,14,21,"$2,950",2,['SS'],2021
652,CHEVROLET,Silverado 4WD,A-10,6.2L,8cyl,18,16,21,"$3,400",3,"['PR', 'C.', 'D.', 'SS']",2021
653,CHEVROLET,Silverado 4WD,A-10,6.2L,8cyl,17,15,20,"$3,600",3,"['PR', 'C.', 'D.']",2021
654,CHEVROLET,Silverado 4WD TrailBoss,A-6,4.3L,6cyl,16,14,18,"$2,950",2,"['C.', 'D.']",2021
655,CHEVROLET,Silverado 4WD TrailBoss,A-10,5.3L,8cyl,18,16,21,"$2,650",3,"['C.', 'D.', 'SS']",2021
656,CHEVROLET,Silverado 4WD TrailBoss,A-10,5.3L,8cyl,17,15,21,"$2,800",3,"['C.', 'D.']",2021
657,CHEVROLET,Silverado 4WD TrailBoss,A-6,5.3L,8cyl,16,14,18,"$2,950",2,"['C.', 'D.']",2021
658,CHEVROLET,Silverado 4WD TrailBoss,A-6,5.3L,8cyl,15,13,18,"$3,150",2,[],2021
659,CHEVROLET,Silverado 4WD TrailBoss,A-10,6.2L,8cyl,17,15,19,"$3,600",3,"['PR', 'C.', 'D.', 'SS']",2021
660,CHEVROLET,Silverado 4WD TrailBoss,A-10,6.2L,8cyl,17,15,19,"$3,600",3,"['PR', 'C.', 'D.', '3-Mode', 'SS']",2021
661,CHEVROLET,Silverado 4WD TrailBoss,A-10,6.2L,8cyl,16,14,19,"$3,800",2,"['PR', 'C.', 'D.']",2021
662,FORD,F150 Pickup 4WD,A-S10,2.7L,6cyl,21,19,24,"$2,250",4,"['T', 'PT4', 'SS']",2021
663,FORD,F150 Pickup 4WD,A-S10,2.7L,6cyl,20,18,24,"$2,400",4,"['T', 'PT4']",2021
664,FORD,F150 Pickup 4WD,A-S10,3.0L,6cyl,23,20,27,"$2,350",4,"['D', 'T', 'PT4', 'SS']",2021
665,FORD,F150 Pickup 4WD,A-S10,3.5L,6cyl,20,18,23,"$2,400",4,"['T', 'PT4', 'SS']",2021
666,FORD,F150 Pickup 4WD,A-S10,3.5L,6cyl,19,17,23,"$2,500",3,"['T', 'PT4']",2021
667,FORD,F150 Pickup 4WD FFV,A-S10,3.3L,6cyl,20,19,22,"$2,400",4,"['Gas', 'PT4', 'SS']",2021
668,FORD,F150 Pickup 4WD FFV,A-S10,5.0L,8cyl,19,16,22,"$2,500",3,"['Gas', 'PT4', 'C.', 'D.', 'SS']",2021
669,FORD,F150 Pickup 4WD FFV,A-S10,5.0L,8cyl,18,16,22,"$2,650",3,"['Gas', 'PT4', 'C.', 'D.']",2021
670,FORD,F150 Pickup 4WD HEV,A-S10,3.5L,6cyl,24,24,24,"$2,000",5,"['T', 'PT4', 'HEV', 'SS']",2021
671,FORD,F150 Pickup Tremor 4WD,A-S10,3.5L,6cyl,18,16,20,"$2,650",3,"['T', 'PT4', 'SS']",2021
672,FORD,F150 Pickup Tremor 4WD,A-S10,3.5L,6cyl,18,16,20,"$2,650",3,"['T', 'PT4']",2021
673,FORD,F150 RAPTOR 37 4WD,A-S10,3.5L,6cyl,15,15,16,"$3,150",2,"['T', 'PT4', 'SS']",2021
674,FORD,F150 RAPTOR 37 4WD,A-S10,3.5L,6cyl,15,14,16,"$3,150",2,"['T', 'PT4']",2021
675,FORD,F150 RAPTOR 4WD,A-S10,3.5L,6cyl,16,15,18,"$2,950",2,"['T', 'PT4', 'SS']",2021
676,FORD,F150 RAPTOR 4WD,A-S10,3.5L,6cyl,15,14,18,"$3,150",2,"['T', 'PT4']",2021
677,FORD,Ranger 4WD,A-S10,2.3L,4cyl,22,20,24,"$2,150",4,"['T', 'PT4', 'SS']",2021
678,FORD,Ranger Tremor 4WD,A-S10,2.3L,4cyl,19,19,19,"$2,500",3,"['T', 'PT4', 'SS']",2021
679,GMC,Sierra 4WD,A-8,2.7L,4cyl,19,18,21,"$2,500",3,"['T', 'C.', 'D.', 'SS']",2021
